stop_name,stop_id,published_line,bus_id,scheduled_arrival,predicted_arrival,actual_arrival,scheduled_delay_minutes,prediction_error_minutes,initial_distance,date,day_of_week,hour_of_day,timestamp
5 AV/9 ST,308204,M86-SBS,MTA NYCT_6156,2025-04-14 11:35:48,2025-04-14 11:41:33,2025-04-14 11:24:29,5.7636,-17.0736,15 stops away,2025-04-14,Monday,11,2025-04-14 11:24:29
5 AV/UNION ST,308207,B63,MTA NYCT_771,2025-04-16 12:54:49,2025-04-16 13:11:36,2025-04-16 13:15:44,16.7924,4.1275,11 stops away,2025-04-16,Wednesday,12,2025-04-16 13:15:44
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_6157,2025-04-19 13:42:50,2025-04-19 13:42:37,2025-04-19 13:20:48,-0.2025,-21.8255,5 stops away,2025-04-19,Saturday,13,2025-04-19 13:20:48
5 AV/UNION ST,308207,B63,MTA NYCT_248,2025-04-15 21:21:55,2025-04-15 21:30:22,2025-04-15 21:01:39,8.463,-28.7195,15 stops away,2025-04-15,Tuesday,21,2025-04-15 21:01:39
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5587,2025-04-18 07:55:41,2025-04-18 08:36:56,2025-04-18 08:31:06,41.2595,-5.8358,3 stops away,2025-04-18,Friday,7,2025-04-18 08:31:06
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5511,2025-04-16 17:41:05,2025-04-16 17:43:45,2025-04-16 17:49:00,2.6737,5.2542,18 stops away,2025-04-16,Wednesday,17,2025-04-16 17:49:00
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5586,2025-04-18 20:31:55,2025-04-18 21:02:27,2025-04-18 21:10:11,30.5383,7.7322,20 stops away,2025-04-18,Friday,20,2025-04-18 21:10:11
5 AV/9 ST,308204,B63,MTA NYCT_417,2025-04-10 18:27:06,2025-04-10 18:26:28,2025-04-10 18:01:24,-0.622,-25.0632,4 stops away,2025-04-10,Thursday,18,2025-04-10 18:01:24
5 AV/UNION ST,308207,B63,MTA NYCT_417,2025-04-07 06:50:03,2025-04-07 07:13:19,2025-04-07 06:43:25,23.2687,-29.8945,12 stops away,2025-04-07,Monday,6,2025-04-07 06:43:25
5 AV/UNION ST,308207,B63,MTA NYCT_771,2025-04-15 12:43:50,2025-04-15 13:00:06,2025-04-15 13:02:15,16.2725,2.1572,6 stops away,2025-04-15,Tuesday,12,2025-04-15 13:02:15
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5508,2025-04-17 08:58:37,2025-04-17 09:05:32,2025-04-17 08:49:40,6.9316,-15.8797,15 stops away,2025-04-17,Thursday,8,2025-04-17 08:49:40
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5519,2025-04-11 17:57:51,2025-04-11 17:52:51,2025-04-11 17:16:06,-5.0,-36.7428,10 stops away,2025-04-11,Friday,17,2025-04-11 17:16:06
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_431,2025-04-14 21:37:19,2025-04-14 21:47:40,2025-04-14 21:06:05,10.3532,-41.5733,14 stops away,2025-04-14,Monday,21,2025-04-14 21:06:05
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5519,2025-04-20 12:24:54,2025-04-20 12:48:46,2025-04-20 12:03:15,23.8755,-45.5164,8 stops away,2025-04-20,Sunday,12,2025-04-20 12:03:15
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5508,2025-04-11 23:18:01,2025-04-11 23:24:08,2025-04-11 23:12:22,6.1317,-11.7656,13 stops away,2025-04-11,Friday,23,2025-04-11 23:12:22
5 AV/UNION ST,308207,B63,MTA NYCT_758,2025-04-20 17:47:03,2025-04-20 18:20:25,2025-04-20 17:34:47,33.3762,-45.6401,16 stops away,2025-04-20,Sunday,17,2025-04-20 17:34:47
5 AV/UNION ST,308207,B63,MTA NYCT_388,2025-04-10 17:39:16,2025-04-10 18:12:50,2025-04-10 17:58:28,33.5803,-14.3714,5 stops away,2025-04-10,Thursday,17,2025-04-10 17:58:28
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_406,2025-04-11 18:02:37,2025-04-11 18:08:51,2025-04-11 18:04:15,6.2358,-4.6006,5 stops away,2025-04-11,Friday,18,2025-04-11 18:04:15
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5511,2025-04-18 12:12:08,2025-04-18 12:26:19,2025-04-18 11:58:45,14.192,-27.571,12 stops away,2025-04-18,Friday,12,2025-04-18 11:58:45
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5528,2025-04-09 09:52:30,2025-04-09 10:12:08,2025-04-09 09:49:12,19.64,-22.9242,10 stops away,2025-04-09,Wednesday,9,2025-04-09 09:49:12
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5617,2025-04-08 14:04:09,2025-04-08 14:17:36,2025-04-08 14:17:20,13.4649,-0.2755,8 stops away,2025-04-08,Tuesday,14,2025-04-08 14:17:20
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5528,2025-04-19 15:05:50,2025-04-19 15:29:18,2025-04-19 14:47:57,23.4811,-41.3577,9 stops away,2025-04-19,Saturday,15,2025-04-19 14:47:57
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_469,2025-04-12 16:43:16,2025-04-12 17:25:27,2025-04-12 16:28:39,42.1962,-56.8024,12 stops away,2025-04-12,Saturday,16,2025-04-12 16:28:39
5 AV/9 ST,308204,B63,MTA NYCT_439,2025-04-07 17:35:20,2025-04-07 17:52:08,2025-04-07 17:50:16,16.8147,-1.8715,8 stops away,2025-04-07,Monday,17,2025-04-07 17:50:16
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_469,2025-04-18 09:26:07,2025-04-18 09:48:26,2025-04-18 09:20:23,22.3326,-28.0572,2 stops away,2025-04-18,Friday,9,2025-04-18 09:20:23
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_6187,2025-04-08 08:34:08,2025-04-08 08:50:13,2025-04-08 08:24:58,16.0964,-25.2527,12 stops away,2025-04-08,Tuesday,8,2025-04-08 08:24:58
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5508,2025-04-18 18:56:26,2025-04-18 19:07:40,2025-04-18 19:11:26,11.2356,3.7782,16 stops away,2025-04-18,Friday,18,2025-04-18 19:11:26
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_6226,2025-04-07 17:13:28,2025-04-07 17:36:46,2025-04-07 17:07:11,23.3019,-29.5753,8 stops away,2025-04-07,Monday,17,2025-04-07 17:07:11
5 AV/UNION ST,308207,B63,MTA NYCT_388,2025-04-15 20:41:22,2025-04-15 21:01:30,2025-04-15 20:53:33,20.1466,-7.9479,Unknown,2025-04-15,Tuesday,20,2025-04-15 20:53:33
5 AV/UNION ST,308207,B63,MTA NYCT_772,2025-04-20 18:05:42,2025-04-20 18:31:03,2025-04-20 18:30:05,25.364,-0.9782,20 stops away,2025-04-20,Sunday,18,2025-04-20 18:30:05
5 AV/9 ST,308204,B63,MTA NYCT_407,2025-04-10 23:50:36,2025-04-10 23:54:25,2025-04-10 23:27:42,3.8175,-26.7053,18 stops away,2025-04-10,Thursday,23,2025-04-10 23:27:42
5 AV/9 ST,308204,B63,MTA NYCT_771,2025-04-12 18:50:57,2025-04-12 19:15:28,2025-04-12 19:14:04,24.528,-1.3947,9 stops away,2025-04-12,Saturday,18,2025-04-12 19:14:04
5 AV/9 ST,308204,B63,MTA NYCT_471,2025-04-11 18:07:42,2025-04-11 18:26:11,2025-04-11 18:14:07,18.4835,-12.0557,5 stops away,2025-04-11,Friday,18,2025-04-11 18:14:07
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5617,2025-04-19 11:20:01,2025-04-19 11:40:52,2025-04-19 11:13:29,20.8602,-27.3841,2 stops away,2025-04-19,Saturday,11,2025-04-19 11:13:29
5 AV/9 ST,308204,M86-SBS,MTA NYCT_6156,2025-04-08 18:30:28,2025-04-08 18:56:11,2025-04-08 18:37:13,25.7255,-18.9646,17 stops away,2025-04-08,Tuesday,18,2025-04-08 18:37:13
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_469,2025-04-15 08:39:02,2025-04-15 08:55:00,2025-04-15 09:04:10,15.9746,9.1661,17 stops away,2025-04-15,Tuesday,8,2025-04-15 09:04:10
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5586,2025-04-07 06:30:54,2025-04-07 06:50:24,2025-04-07 06:53:24,19.516,2.9978,4 stops away,2025-04-07,Monday,6,2025-04-07 06:53:24
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_6187,2025-04-08 10:09:04,2025-04-08 10:32:39,2025-04-08 10:18:31,23.5966,-14.1385,20 stops away,2025-04-08,Tuesday,10,2025-04-08 10:18:31
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5503,2025-04-16 15:29:32,2025-04-16 15:47:49,2025-04-16 15:26:31,18.2966,-21.3015,4 stops away,2025-04-16,Wednesday,15,2025-04-16 15:26:31
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_471,2025-04-18 19:27:28,2025-04-18 19:42:43,2025-04-18 19:25:18,15.2554,-17.4067,14 stops away,2025-04-18,Friday,19,2025-04-18 19:25:18
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5503,2025-04-13 17:20:27,2025-04-13 17:36:41,2025-04-13 17:34:57,16.2367,-1.7236,9 stops away,2025-04-13,Sunday,17,2025-04-13 17:34:57
5 AV/UNION ST,308207,B63,MTA NYCT_439,2025-04-08 07:05:05,2025-04-08 07:13:24,2025-04-08 07:44:03,8.3177,30.6508,12 stops away,2025-04-08,Tuesday,7,2025-04-08 07:44:03
5 AV/9 ST,308204,B63,MTA NYCT_758,2025-04-15 16:42:07,2025-04-15 16:48:02,2025-04-15 16:07:11,5.9233,-40.8469,14 stops away,2025-04-15,Tuesday,16,2025-04-15 16:07:11
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_417,2025-04-16 10:06:36,2025-04-16 10:28:56,2025-04-16 10:31:28,22.3439,2.5254,5 stops away,2025-04-16,Wednesday,10,2025-04-16 10:31:28
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_6144,2025-04-20 10:54:35,2025-04-20 11:09:53,2025-04-20 11:08:52,15.305,-1.006,9 stops away,2025-04-20,Sunday,10,2025-04-20 11:08:52
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_247,2025-04-20 15:49:52,2025-04-20 15:59:45,2025-04-20 15:25:46,9.8959,-33.9938,18 stops away,2025-04-20,Sunday,15,2025-04-20 15:25:46
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5587,2025-04-09 09:48:19,2025-04-09 10:08:01,2025-04-09 09:38:47,19.7165,-29.2348,12 stops away,2025-04-09,Wednesday,9,2025-04-09 09:38:47
5 AV/9 ST,308204,B63,MTA NYCT_248,2025-04-16 17:04:09,2025-04-16 17:35:19,2025-04-16 17:17:33,31.1828,-17.7724,1 stops away,2025-04-16,Wednesday,17,2025-04-16 17:17:33
5 AV/9 ST,308204,B63,MTA NYCT_373,2025-04-13 14:10:23,2025-04-13 14:13:21,2025-04-13 13:51:49,2.9833,-21.5419,11 stops away,2025-04-13,Sunday,14,2025-04-13 13:51:49
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_406,2025-04-09 08:39:03,2025-04-09 09:03:03,2025-04-09 08:36:16,24.0149,-26.782,9 stops away,2025-04-09,Wednesday,8,2025-04-09 08:36:16
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5519,2025-04-16 13:17:13,2025-04-16 13:22:43,2025-04-16 13:13:24,5.5111,-9.3234,4 stops away,2025-04-16,Wednesday,13,2025-04-16 13:13:24
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_6187,2025-04-11 17:37:31,2025-04-11 17:59:23,2025-04-11 17:33:50,21.8733,-25.5542,10 stops away,2025-04-11,Friday,17,2025-04-11 17:33:50
5 AV/9 ST,308204,B63,MTA NYCT_373,2025-04-16 06:13:19,2025-04-16 06:21:48,2025-04-16 06:12:14,8.4962,-9.575,5 stops away,2025-04-16,Wednesday,6,2025-04-16 06:12:14
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5511,2025-04-08 05:47:27,2025-04-08 05:47:35,2025-04-08 05:02:33,0.1339,-45.026,13 stops away,2025-04-08,Tuesday,5,2025-04-08 05:02:33
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_386,2025-04-15 19:51:22,2025-04-15 19:57:45,2025-04-15 19:38:33,6.3932,-19.208,Unknown,2025-04-15,Tuesday,19,2025-04-15 19:38:33
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_247,2025-04-07 13:04:55,2025-04-07 13:20:03,2025-04-07 13:37:22,15.1427,17.3088,14 stops away,2025-04-07,Monday,13,2025-04-07 13:37:22
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_6157,2025-04-17 12:07:25,2025-04-17 12:27:12,2025-04-17 12:09:09,19.7901,-18.051,Unknown,2025-04-17,Thursday,12,2025-04-17 12:09:09
5 AV/UNION ST,308207,B63,MTA NYCT_469,2025-04-20 17:23:05,2025-04-20 17:37:50,2025-04-20 17:01:34,14.7575,-36.2702,4 stops away,2025-04-20,Sunday,17,2025-04-20 17:01:34
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5508,2025-04-13 15:25:55,2025-04-13 15:35:45,2025-04-13 15:14:55,9.8426,-20.8343,11 stops away,2025-04-13,Sunday,15,2025-04-13 15:14:55
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5617,2025-04-09 07:40:07,2025-04-09 08:02:58,2025-04-09 07:30:30,22.8647,-32.4797,7 stops away,2025-04-09,Wednesday,7,2025-04-09 07:30:30
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_6157,2025-04-20 16:09:15,2025-04-20 16:30:52,2025-04-20 16:49:25,21.6217,18.5496,9 stops away,2025-04-20,Sunday,16,2025-04-20 16:49:25
5 AV/9 ST,308204,B63,MTA NYCT_248,2025-04-19 17:04:11,2025-04-19 17:17:47,2025-04-19 17:11:53,13.6133,-5.9065,16 stops away,2025-04-19,Saturday,17,2025-04-19 17:11:53
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5586,2025-04-16 17:39:20,2025-04-16 18:06:52,2025-04-16 17:43:36,27.5493,-23.2682,11 stops away,2025-04-16,Wednesday,17,2025-04-16 17:43:36
5 AV/9 ST,308204,M86-SBS,MTA NYCT_6187,2025-04-14 13:19:50,2025-04-14 13:34:14,2025-04-14 13:19:55,14.4048,-14.3203,2 stops away,2025-04-14,Monday,13,2025-04-14 13:19:55
5 AV/UNION ST,308207,B63,MTA NYCT_417,2025-04-14 13:03:23,2025-04-14 13:16:42,2025-04-14 12:45:24,13.3302,-31.3073,3 stops away,2025-04-14,Monday,13,2025-04-14 12:45:24
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_386,2025-04-13 14:35:50,2025-04-13 14:46:02,2025-04-13 14:42:13,10.2083,-3.8245,2 stops away,2025-04-13,Sunday,14,2025-04-13 14:42:13
5 AV/UNION ST,308207,B63,MTA NYCT_407,2025-04-16 14:09:03,2025-04-16 14:33:53,2025-04-16 14:40:02,24.8347,6.1496,11 stops away,2025-04-16,Wednesday,14,2025-04-16 14:40:02
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_386,2025-04-17 08:15:45,2025-04-17 09:00:45,2025-04-17 08:29:33,45.0,-31.1849,15 stops away,2025-04-17,Thursday,8,2025-04-17 08:29:33
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_388,2025-04-12 20:24:26,2025-04-12 20:41:50,2025-04-12 20:31:13,17.4147,-10.6282,20 stops away,2025-04-12,Saturday,20,2025-04-12 20:31:13
5 AV/9 ST,308204,M86-SBS,MTA NYCT_6187,2025-04-12 09:43:24,2025-04-12 10:26:19,2025-04-12 09:54:14,42.92,-32.0704,20 stops away,2025-04-12,Saturday,9,2025-04-12 09:54:14
5 AV/9 ST,308204,M86-SBS,MTA NYCT_6187,2025-04-16 17:58:22,2025-04-16 18:06:24,2025-04-16 17:38:51,8.0435,-27.5532,13 stops away,2025-04-16,Wednesday,17,2025-04-16 17:38:51
5 AV/9 ST,308204,B63,MTA NYCT_417,2025-04-15 12:50:21,2025-04-15 12:45:21,2025-04-15 12:19:23,-5.0,-25.961,17 stops away,2025-04-15,Tuesday,12,2025-04-15 12:19:23
5 AV/9 ST,308204,M86-SBS,MTA NYCT_6156,2025-04-12 08:19:11,2025-04-12 08:24:30,2025-04-12 08:13:09,5.3211,-11.3407,11 stops away,2025-04-12,Saturday,8,2025-04-12 08:13:09
5 AV/UNION ST,308207,B63,MTA NYCT_771,2025-04-09 08:18:54,2025-04-09 08:42:00,2025-04-09 09:07:58,23.1074,25.9756,17 stops away,2025-04-09,Wednesday,8,2025-04-09 09:07:58
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_407,2025-04-19 16:38:24,2025-04-19 17:05:31,2025-04-19 16:38:27,27.1179,-27.0669,6 stops away,2025-04-19,Saturday,16,2025-04-19 16:38:27
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_469,2025-04-07 12:43:46,2025-04-07 12:48:37,2025-04-07 12:44:40,4.8635,-3.9559,15 stops away,2025-04-07,Monday,12,2025-04-07 12:44:40
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5617,2025-04-18 18:14:34,2025-04-18 18:16:29,2025-04-18 18:41:29,1.917,25.0088,16 stops away,2025-04-18,Friday,18,2025-04-18 18:41:29
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5586,2025-04-16 23:29:49,2025-04-16 23:45:35,2025-04-16 23:20:50,15.7677,-24.7375,13 stops away,2025-04-16,Wednesday,23,2025-04-16 23:20:50
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5517,2025-04-20 11:38:08,2025-04-20 11:33:34,2025-04-20 11:48:15,-4.5616,14.682,2 stops away,2025-04-20,Sunday,11,2025-04-20 11:48:15
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5528,2025-04-12 15:06:45,2025-04-12 15:15:46,2025-04-12 15:27:56,9.0264,12.1725,4 stops away,2025-04-12,Saturday,15,2025-04-12 15:27:56
5 AV/UNION ST,308207,B63,MTA NYCT_403,2025-04-11 13:32:09,2025-04-11 13:31:05,2025-04-11 13:03:32,-1.0526,-27.5528,3 stops away,2025-04-11,Friday,13,2025-04-11 13:03:32
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5784,2025-04-12 20:26:03,2025-04-12 20:36:05,2025-04-12 20:22:31,10.0446,-13.5768,12 stops away,2025-04-12,Saturday,20,2025-04-12 20:22:31
5 AV/9 ST,308204,M86-SBS,MTA NYCT_6187,2025-04-12 11:20:59,2025-04-12 11:27:09,2025-04-12 11:26:01,6.1744,-1.1248,Unknown,2025-04-12,Saturday,11,2025-04-12 11:26:01
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5617,2025-04-09 07:18:58,2025-04-09 07:24:06,2025-04-09 07:06:25,5.1378,-17.6713,5 stops away,2025-04-09,Wednesday,7,2025-04-09 07:06:25
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5519,2025-04-16 05:05:01,2025-04-16 05:14:28,2025-04-16 05:11:00,9.4658,-3.469,5 stops away,2025-04-16,Wednesday,5,2025-04-16 05:11:00
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_6187,2025-04-19 12:19:07,2025-04-19 12:35:09,2025-04-19 11:56:15,16.0487,-38.9106,Unknown,2025-04-19,Saturday,12,2025-04-19 11:56:15
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_6187,2025-04-08 19:31:38,2025-04-08 19:31:05,2025-04-08 19:44:07,-0.54,13.0344,17 stops away,2025-04-08,Tuesday,19,2025-04-08 19:44:07
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_248,2025-04-11 13:39:22,2025-04-11 13:54:41,2025-04-11 13:23:54,15.3247,-30.7771,14 stops away,2025-04-11,Friday,13,2025-04-11 13:23:54
5 AV/9 ST,308204,B63,MTA NYCT_386,2025-04-12 09:33:34,2025-04-12 10:08:20,2025-04-12 09:56:15,34.7772,-12.0914,17 stops away,2025-04-12,Saturday,9,2025-04-12 09:56:15
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_373,2025-04-20 14:40:24,2025-04-20 15:00:25,2025-04-20 14:47:17,20.024,-13.1327,9 stops away,2025-04-20,Sunday,14,2025-04-20 14:47:17
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_388,2025-04-19 09:15:46,2025-04-19 09:57:02,2025-04-19 10:20:24,41.2745,23.3629,4 stops away,2025-04-19,Saturday,9,2025-04-19 10:20:24
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5517,2025-04-07 11:21:52,2025-04-07 11:32:15,2025-04-07 11:38:39,10.3838,6.4155,15 stops away,2025-04-07,Monday,11,2025-04-07 11:38:39
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5586,2025-04-09 19:04:45,2025-04-09 19:22:44,2025-04-09 19:37:44,17.9857,15.0011,15 stops away,2025-04-09,Wednesday,19,2025-04-09 19:37:44
5 AV/9 ST,308204,M86-SBS,MTA NYCT_6144,2025-04-07 18:56:02,2025-04-07 19:02:28,2025-04-07 19:02:43,6.4472,0.2418,10 stops away,2025-04-07,Monday,18,2025-04-07 19:02:43
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5528,2025-04-15 14:02:48,2025-04-15 14:24:17,2025-04-15 13:31:40,21.4966,-52.6216,10 stops away,2025-04-15,Tuesday,14,2025-04-15 13:31:40
5 AV/UNION ST,308207,B63,MTA NYCT_407,2025-04-11 07:23:27,2025-04-11 07:27:06,2025-04-11 06:28:25,3.6635,-58.6867,15 stops away,2025-04-11,Friday,7,2025-04-11 06:28:25
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5517,2025-04-14 17:23:59,2025-04-14 17:39:17,2025-04-14 17:40:13,15.3151,0.9227,9 stops away,2025-04-14,Monday,17,2025-04-14 17:40:13
5 AV/9 ST,308204,M86-SBS,MTA NYCT_6187,2025-04-13 15:52:11,2025-04-13 16:14:57,2025-04-13 16:01:57,22.77,-12.9905,11 stops away,2025-04-13,Sunday,15,2025-04-13 16:01:57
5 AV/9 ST,308204,B63,MTA NYCT_407,2025-04-17 09:28:38,2025-04-17 10:08:08,2025-04-17 09:23:42,39.5148,-44.4344,6 stops away,2025-04-17,Thursday,9,2025-04-17 09:23:42
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5511,2025-04-14 06:55:58,2025-04-14 06:53:59,2025-04-14 06:38:11,-1.9788,-15.7937,14 stops away,2025-04-14,Monday,6,2025-04-14 06:38:11
5 AV/UNION ST,308207,B63,MTA NYCT_431,2025-04-17 17:23:32,2025-04-17 17:47:10,2025-04-17 17:31:52,23.6468,-15.2996,6 stops away,2025-04-17,Thursday,17,2025-04-17 17:31:52
5 AV/9 ST,308204,B63,MTA NYCT_469,2025-04-07 07:15:49,2025-04-07 07:10:49,2025-04-07 06:54:17,-5.0,-16.5197,12 stops away,2025-04-07,Monday,7,2025-04-07 06:54:17
5 AV/UNION ST,308207,B63,MTA NYCT_248,2025-04-17 13:23:23,2025-04-17 13:24:47,2025-04-17 13:24:40,1.412,-0.1124,3 stops away,2025-04-17,Thursday,13,2025-04-17 13:24:40
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_386,2025-04-12 13:41:17,2025-04-12 13:54:23,2025-04-12 13:19:29,13.1161,-34.9155,4 stops away,2025-04-12,Saturday,13,2025-04-12 13:19:29
5 AV/9 ST,308204,B63,MTA NYCT_439,2025-04-15 12:35:07,2025-04-15 12:43:14,2025-04-15 12:05:45,8.1321,-37.4959,9 stops away,2025-04-15,Tuesday,12,2025-04-15 12:05:45
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_6144,2025-04-16 09:58:31,2025-04-16 10:16:28,2025-04-16 10:22:31,17.9508,6.0603,5 stops away,2025-04-16,Wednesday,9,2025-04-16 10:22:31
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5517,2025-04-18 13:05:51,2025-04-18 13:09:58,2025-04-18 13:06:16,4.1213,-3.6937,11 stops away,2025-04-18,Friday,13,2025-04-18 13:06:16
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_6157,2025-04-08 16:18:57,2025-04-08 16:30:56,2025-04-08 15:59:12,11.9892,-31.7368,6 stops away,2025-04-08,Tuesday,16,2025-04-08 15:59:12
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_388,2025-04-15 08:12:50,2025-04-15 08:30:13,2025-04-15 07:53:14,17.3854,-36.9775,16 stops away,2025-04-15,Tuesday,8,2025-04-15 07:53:14
5 AV/9 ST,308204,M86-SBS,MTA NYCT_6156,2025-04-16 11:51:35,2025-04-16 11:59:22,2025-04-16 11:18:52,7.794,-40.4942,3 stops away,2025-04-16,Wednesday,11,2025-04-16 11:18:52
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5503,2025-04-18 18:33:26,2025-04-18 19:17:14,2025-04-18 19:03:24,43.8002,-13.8301,19 stops away,2025-04-18,Friday,18,2025-04-18 19:03:24
5 AV/9 ST,308204,B63,MTA NYCT_407,2025-04-17 07:29:43,2025-04-17 07:39:32,2025-04-17 07:29:34,9.8285,-9.9658,5 stops away,2025-04-17,Thursday,7,2025-04-17 07:29:34
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_248,2025-04-13 14:55:03,2025-04-13 15:04:05,2025-04-13 14:44:43,9.0452,-19.3706,17 stops away,2025-04-13,Sunday,14,2025-04-13 14:44:43
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5517,2025-04-09 10:45:14,2025-04-09 11:02:57,2025-04-09 11:04:44,17.7204,1.7869,17 stops away,2025-04-09,Wednesday,10,2025-04-09 11:04:44
5 AV/UNION ST,308207,B63,MTA NYCT_418,2025-04-10 17:35:17,2025-04-10 17:47:16,2025-04-10 17:20:13,11.9861,-27.0435,10 stops away,2025-04-10,Thursday,17,2025-04-10 17:20:13
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_386,2025-04-17 08:37:09,2025-04-17 08:52:23,2025-04-17 07:48:01,15.2431,-64.3668,20 stops away,2025-04-17,Thursday,8,2025-04-17 07:48:01
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5528,2025-04-16 06:55:01,2025-04-16 06:54:38,2025-04-16 07:09:36,-0.3791,14.9631,Unknown,2025-04-16,Wednesday,6,2025-04-16 07:09:36
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5586,2025-04-10 18:26:39,2025-04-10 19:06:22,2025-04-10 18:46:23,39.7233,-19.9775,16 stops away,2025-04-10,Thursday,18,2025-04-10 18:46:23
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5586,2025-04-11 14:51:51,2025-04-11 15:09:15,2025-04-11 15:01:23,17.4007,-7.8625,10 stops away,2025-04-11,Friday,14,2025-04-11 15:01:23
5 AV/UNION ST,308207,B63,MTA NYCT_406,2025-04-09 13:30:29,2025-04-09 14:09:09,2025-04-09 14:18:46,38.6705,9.6158,20 stops away,2025-04-09,Wednesday,13,2025-04-09 14:18:46
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5528,2025-04-18 10:55:22,2025-04-18 11:06:46,2025-04-18 10:31:31,11.4127,-35.2542,5 stops away,2025-04-18,Friday,10,2025-04-18 10:31:31
